Date,Close
1971-12-01,16.085087
1972-01-01,17.590822
1972-02-01,17.614723
1972-03-01,18.27199
1972-04-01,18.451242
1972-05-01,19.012905
1972-06-01,18.73805
1972-07-01,19.156309
1972-08-01,19.52677
1972-09-01,19.431166
1972-10-01,18.427341
1972-11-01,18.690248
1972-12-01,19.216061
1973-01-01,20.8174
1973-02-01,20.626196
1973-03-01,20.626196
1973-04-01,19.502869
1973-05-01,18.806765
1973-06-01,18.941204
1973-07-01,18.791826
1973-08-01,17.985182
1973-09-01,15.41587
1973-10-01,16.745338
1973-11-01,15.83413
1973-12-01,14.743666
1974-01-01,14.654039
1974-02-01,14.213372
1974-03-01,14.086401
1974-04-01,13.578513
1974-05-01,12.69718
1974-06-01,12.712118
1974-07-01,12.047383
1974-08-01,11.472275
1974-09-01,9.500478
1974-10-01,11.30049
1974-11-01,10.590942
1974-12-01,10.038241
1975-01-01,11.248207
1975-02-01,12.876434
1975-03-01,12.34614
1975-04-01,12.540332
1975-05-01,12.846558
1975-06-01,12.48805
1975-07-01,11.36771
1975-08-01,11.128705
1975-09-01,11.248207
1975-10-01,12.682242
1975-11-01,13.526231
1975-12-01,13.399259
1976-01-01,15.400932
1976-02-01,15.27396
1976-03-01,15.654876
1976-04-01,15.13952
1976-05-01,15.333712
1976-06-01,16.536209
1976-07-01,16.259859
1976-08-01,16.349485
1976-09-01,16.812559
1976-10-01,16.237452
1976-11-01,16.192638
1976-12-01,16.67812
1977-01-01,16.446583
1977-02-01,16.491396
1977-03-01,16.521273
1977-04-01,15.460684
1977-05-01,14.668977
1977-06-01,15.774379
1977-07-01,16.020853
1977-08-01,16.035791
1977-09-01,15.595124
1977-10-01,15.371056
1977-11-01,15.774379
1977-12-01,16.342016
1978-01-01,15.864006
1978-02-01,15.012548
1978-03-01,14.071463
1978-04-01,15.893881
1978-05-01,15.430808
1978-06-01,15.371056
1978-07-01,16.790154
1978-08-01,17.439951
1978-09-01,16.551147
1978-10-01,15.789316
1978-11-01,16.10301
1978-12-01,17.835802
1979-01-01,18.448256
1979-02-01,17.92543
1979-03-01,18.851578
1979-04-01,18.776888
1979-05-01,18.164436
1979-06-01,17.537046
1979-07-01,16.67065
1979-08-01,16.730402
1979-09-01,16.192638
1979-10-01,14.907983
1979-11-01,15.595124
1979-12-01,15.385994
1980-01-01,16.40177
1980-02-01,15.176864
1980-03-01,13.32457
1980-04-01,13.11544
1980-05-01,13.234943
1980-06-01,14.041587
1980-07-01,15.595124
1980-08-01,15.654876
1980-09-01,15.326243
1980-10-01,15.923757
1980-11-01,16.282267
1980-12-01,16.222513
1981-01-01,15.385994
1981-02-01,15.356119
1981-03-01,14.907983
1981-04-01,14.011711
1981-05-01,14.041587
1981-06-01,13.832457
1981-07-01,13.414197
1981-08-01,13.175191
1981-09-01,12.936185
1981-10-01,12.308795
1981-11-01,13.025813
1981-12-01,13.593451
1982-01-01,15.20674
1982-02-01,14.78848
1982-03-01,14.280593
1982-04-01,15.356119
1982-05-01,14.698853
1982-06-01,14.489723
1982-07-01,15.684751
1982-08-01,16.849903
1982-09-01,17.537046
1982-10-01,19.090584
1982-11-01,20.673996
1982-12-01,23.004301
1983-01-01,23.631693
1983-02-01,23.661568
1983-03-01,24.318834
1983-04-01,27.963671
1983-05-01,26.589388
1983-06-01,28.74044
1983-07-01,28.770315
1983-08-01,28.561186
1983-09-01,30.323853
1983-10-01,30.293978
1983-11-01,28.053299
1983-12-01,29.158701
1984-01-01,27.276529
1984-02-01,26.350382
1984-03-01,27.216778
1984-04-01,27.186901
1984-05-01,25.752869
1984-06-01,25.274857
1984-07-01,26.44001
1984-08-01,29.57696
1984-09-01,29.696463
1984-10-01,29.786091
1984-11-01,29.098948
1984-12-01,29.427582
1985-01-01,32.594406
1985-02-01,32.026768
1985-03-01,30.353727
1985-04-01,30.234226
1985-05-01,30.742113
1985-06-01,29.57696
1985-07-01,31.39938
1985-08-01,30.264101
1985-09-01,29.606836
1985-10-01,31.040871
1985-11-01,33.401051
1985-12-01,37.165394
1986-01-01,36.20937
1986-02-01,36.05999
1986-03-01,36.20937
1986-04-01,37.344646
1986-05-01,36.418499
1986-06-01,35.014339
1986-07-01,31.668261
1986-08-01,33.162045
1986-09-01,32.146271
1986-10-01,29.547085
1986-11-01,30.383604
1986-12-01,28.680689
1987-01-01,30.77199
1987-02-01,33.341301
1987-03-01,35.880737
1987-04-01,38.270794
1987-05-01,38.240917
1987-06-01,38.838432
1987-07-01,38.479923
1987-08-01,40.242592
1987-09-01,36.030113
1987-10-01,29.278202
1987-11-01,26.469885
1987-12-01,27.605164
1988-01-01,26.858271
1988-02-01,28.083174
1988-03-01,25.722992
1988-04-01,27.097275
1988-05-01,26.888145
1988-06-01,30.443356
1988-07-01,30.054972
1988-08-01,26.649139
1988-09-01,27.575287
1988-10-01,29.308079
1988-11-01,28.32218
1988-12-01,29.128824
1989-01-01,31.220123
1989-02-01,29.039198
1989-03-01,26.081501
1989-04-01,27.276529
1989-05-01,26.201004
1989-06-01,26.738768
1989-07-01,27.485661
1989-08-01,27.993547
1989-09-01,26.111378
1989-10-01,23.960325
1989-11-01,23.332935
1989-12-01,22.496414
1990-01-01,23.571941
1990-02-01,24.826721
1990-03-01,25.364485
1990-04-01,26.051624
1990-05-01,28.680689
1990-06-01,28.083174
1990-07-01,26.649139
1990-08-01,24.348709
1990-09-01,25.424234
1990-10-01,25.215105
1990-11-01,27.157026
1990-12-01,27.007648
1991-01-01,30.293978
1991-02-01,30.77199
1991-03-01,27.216778
1991-04-01,24.617592
1991-05-01,25.364485
1991-06-01,23.213432
1991-07-01,24.199331
1991-08-01,23.153681
1991-09-01,24.76697
1991-10-01,23.482313
1991-11-01,22.10803
1991-12-01,21.271511
1992-01-01,21.510515
1992-02-01,20.763622
1992-03-01,19.95698
1992-04-01,21.689772
1992-05-01,21.689772
1992-06-01,23.392687
1992-07-01,22.645794
1992-08-01,20.703873
1992-09-01,19.299713
1992-10-01,15.983509
1992-11-01,16.312141
1992-12-01,12.039914
1993-01-01,12.308795
1993-02-01,12.995937
1993-03-01,12.159417
1993-04-01,11.621654
1993-05-01,12.607553
1993-06-01,11.800908
1993-07-01,10.635755
1993-08-01,10.934512
1993-09-01,10.038241
1993-10-01,10.994264
1993-11-01,12.876434
1993-12-01,13.503824
1994-01-01,13.503824
1994-02-01,12.637428
1994-03-01,13.055688
1994-04-01,13.74283
1994-05-01,15.057361
1994-06-01,14.041587
1994-07-01,14.78848
1994-08-01,16.371893
1994-09-01,16.640774
1994-10-01,17.805927
1994-11-01,16.909657
1994-12-01,17.566921
1995-01-01,17.238289
1995-02-01,17.985182
1995-03-01,19.628345
1995-04-01,22.615917
1995-05-01,22.227533
1995-06-01,22.944551
1995-07-01,26.021749
1995-08-01,24.707218
1995-09-01,22.586042
1995-10-01,23.243307
1995-11-01,23.093929
1995-12-01,21.839149
1996-01-01,25.932121
1996-02-01,29.308079
1996-03-01,26.589388
1996-04-01,25.752869
1996-05-01,25.513863
1996-06-01,23.661568
1996-07-01,25.693117
1996-08-01,27.336281
1996-09-01,29.756214
1996-10-01,30.831739
1996-11-01,38.091537
1996-12-01,36.20937
1997-01-01,37.494026
1997-02-01,34.357075
1997-03-01,32.803535
1997-04-01,38.36042
1997-05-01,41.347992
1997-06-01,43.140533
1997-07-01,50.549713
1997-08-01,48.458412
1997-09-01,50.669216
1997-10-01,47.084129
1997-11-01,52.342255
1997-12-01,50.011951
1998-01-01,47.203632
1998-02-01,49.922321
1998-03-01,49.653442
1998-04-01,55.38958
1998-05-01,56.166348
1998-06-01,54.881691
1998-07-01,63.336521
1998-08-01,53.83604
1998-09-01,61.424473
1998-10-01,70.984703
1998-11-01,78.931641
1998-12-01,88.133362
1999-01-01,87.595604
1999-02-01,81.142448
1999-03-01,84.727531
1999-04-01,99.994026
1999-05-01,110.898659
1999-06-01,123.565964
1999-07-01,120.160133
1999-08-01,119.08461
1999-09-01,115.67878
1999-10-01,93.929253
1999-11-01,98.530113
1999-12-01,103.130974
2000-01-01,107.313576
2000-02-01,98.231361
2000-03-01,113.169212
2000-04-01,106.596558
2000-05-01,102.593208
2000-06-01,104.744263
2000-07-01,107.313576
2000-08-01,126.209969
2000-09-01,107.672081
2000-10-01,94.168259
2000-11-01,89.388145
2000-12-01,81.261948
2001-01-01,107.07457
2001-02-01,95.506691
2001-03-01,91.950287
2001-04-01,110.076485
2001-05-01,106.883362
2001-06-01,108.508606
2001-07-01,100.583176
2001-08-01,95.554497
2001-09-01,87.686424
2001-10-01,103.317398
2001-11-01,110.506691
2001-12-01,115.640533
2002-01-01,103.145317
2002-02-01,93.80497
2002-03-01,99.426384
2002-04-01,80.076485
2002-05-01,76.912048
2002-06-01,68.833649
2002-07-01,67.304016
2002-08-01,72.06501
2002-09-01,55.745697
2002-10-01,75.468452
2002-11-01,83.097511
2002-12-01,74.091782
2003-01-01,74.760994
2003-02-01,74.521988
2003-03-01,74.980881
2003-04-01,81.166351
2003-05-01,84.168259
2003-06-01,78.871895
2003-07-01,77.676865
2003-08-01,78.403442
2003-09-01,84.445503
2003-10-01,85.54493
2003-11-01,86.558319
2003-12-01,88.60421
2004-01-01,94.866158
2004-02-01,92.25621
2004-03-01,87.801147
2004-04-01,84.292542
2004-05-01,84.694077
2004-06-01,84.273422
2004-07-01,83.240921
2004-08-01,80.965584
2004-09-01,81.969406
2004-10-01,85.803062
2004-11-01,90.095604
2004-12-01,94.244743
2005-01-01,89.311661
2005-02-01,88.508606
2005-03-01,87.361374
2005-04-01,73.021034
2005-05-01,72.227531
2005-06-01,70.936905
2005-07-01,79.789673
2005-08-01,77.07457
2005-09-01,76.692162
2005-10-01,78.27916
2005-11-01,84.99044
2005-12-01,78.585083
2006-01-01,77.724663
2006-02-01,76.711281
2006-03-01,78.843208
2006-04-01,78.718925
2006-05-01,76.38623
2006-06-01,73.441681
2006-07-01,74.005737
2006-08-01,77.40918
2006-09-01,78.336517
2006-10-01,88.2696
2006-11-01,87.877632
2006-12-01,92.877632
2007-01-01,94.789673
2007-02-01,88.852776
2007-03-01,90.114723
2007-04-01,97.715103
2007-05-01,101.912048
2007-06-01,100.621414
2007-07-01,105.783936
2007-08-01,111.558319
2007-09-01,112.619499
2007-10-01,111.013382
2007-11-01,100.554497
2007-12-01,103.346077
2008-01-01,102.39962
2008-02-01,108.852776
2008-03-01,110.076485
2008-04-01,115.391968
2008-05-01,123.738052
2008-06-01,113.317398
2008-07-01,122.351814
2008-08-01,116.376671
2008-09-01,111.816444
2008-10-01,88.881454
2008-11-01,78.011475
2008-12-01,80.458893
2009-01-01,87.619499
2009-02-01,87.982796
2009-03-01,92.629066
2009-04-01,98.671127
2009-05-01,101.606117
2009-06-01,99.827919
2009-07-01,112.74379
2009-08-01,112.858505
2009-09-01,114.349907
2009-10-01,115.305923
2009-11-01,120.793503
2009-12-01,125.143402
2010-01-01,117.007645
2010-02-01,121.567879
2010-03-01,122.60994
2010-04-01,123.326958
2010-05-01,119.751434
2010-06-01,118.049713
2010-07-01,122.753349
2010-08-01,117.715103
2010-09-01,128.240921
2010-10-01,137.284897
2010-11-01,135.238998
2010-12-01,140.305923
2011-01-01,154.875717
2011-02-01,154.761002
2011-03-01,155.898666
2011-04-01,163.0784
2011-05-01,161.500961
2011-06-01,164.005737
2011-07-01,173.852768
2011-08-01,164.349899
2011-09-01,167.179733
2011-10-01,176.510513
2011-11-01,179.732315
2011-12-01,175.793503
2012-01-01,184.13002
2012-02-01,188.0784
2012-03-01,199.474182
2012-04-01,197.973236
2012-05-01,184.416824
2012-06-01,186.978973
2012-07-01,187.361374
2012-08-01,186.281067
2012-09-01,198.326965
2012-10-01,185.975143
2012-11-01,181.711288
2012-12-01,183.12619
2013-01-01,194.139572
2013-02-01,191.998093
2013-03-01,203.919693
2013-04-01,193.632889
2013-05-01,198.871887
2013-06-01,182.705551
2013-07-01,186.462708
2013-08-01,174.254303
2013-09-01,177.036331
2013-10-01,171.328873
2013-11-01,171.778198
2013-12-01,179.321228
2014-01-01,168.910141
2014-02-01,177.026764
2014-03-01,184.024857
2014-04-01,187.829834
2014-05-01,176.252396
2014-06-01,173.298279
2014-07-01,183.240921
2014-08-01,183.843216
2014-09-01,181.481842
2014-10-01,157.170166
2014-11-01,155.038239
2014-12-01,153.384323
2015-01-01,146.567871
2015-02-01,154.818359
2015-03-01,153.441681
2015-04-01,163.757172
2015-05-01,162.189301
2015-06-01,155.506699
2015-07-01,154.86615
2015-08-01,141.38623
2015-09-01,138.59465
2015-10-01,133.919693
2015-11-01,133.288712
2015-12-01,131.567871
2016-01-01,119.302101
2016-02-01,125.267685
2016-03-01,144.789673
2016-04-01,139.521988
2016-05-01,146.978973
2016-06-01,145.105164
2016-07-01,153.556412
2016-08-01,151.892929
2016-09-01,151.864243
2016-10-01,146.931168
2016-11-01,155.086044
2016-12-01,158.690247
2017-01-01,166.845123
2017-02-01,171.912048
2017-03-01,166.481842
2017-04-01,153.240921
2017-05-01,145.917786
2017-06-01,147.065002
2017-07-01,138.307846
2017-08-01,136.73996
2017-09-01,138.699814
2017-10-01,147.284897
2017-11-01,147.198853
2017-12-01,146.673035
2018-01-01,156.500961
2018-02-01,148.977051
2018-03-01,146.682602
2018-04-01,138.585083
2018-05-01,135.095596
2018-06-01,133.556412
2018-07-01,138.556412
2018-08-01,140.038239
2018-09-01,144.560226
2018-10-01,110.353729
2018-11-01,118.80497
2018-12-01,108.671127
2019-01-01,128.508606
2019-02-01,132.05545
2019-03-01,134.894836
2019-04-01,134.101334
2019-05-01,121.405357
2019-06-01,131.835571
2019-07-01,141.72084
2019-08-01,129.569794
2019-09-01,139.024857
2019-10-01,127.848946
2019-11-01,128.537292
2019-12-01,128.145309
2020-01-01,137.40918
2020-02-01,124.426384
2020-03-01,106.051628
2020-04-01,120.038239
2020-05-01,119.407265
2020-06-01,115.458893
2020-07-01,117.533463
2020-08-01,117.887192
2020-09-01,116.319313
2020-10-01,106.749519
2020-11-01,118.087952
2020-12-01,120.34417
2021-01-01,113.871895
2021-02-01,113.699806
2021-03-01,127.39962
2021-04-01,135.640533
2021-05-01,137.418732
2021-06-01,140.143402
2021-07-01,134.761002
2021-08-01,134.168259
2021-09-01,132.820267
2021-10-01,119.598473
2021-11-01,117.099998
2021-12-01,133.660004
2022-01-01,133.570007
2022-02-01,122.510002
2022-03-01,130.020004
2022-04-01,132.210007
2022-05-01,138.839996
2022-06-01,141.190002
2022-07-01,130.789993
2022-08-01,128.449997
2022-09-01,118.809998
2022-10-01,138.289993
2022-11-01,148.899994
2022-12-01,140.889999
2023-01-01,134.729996
2023-02-01,129.300003
2023-03-01,131.089996
2023-04-01,126.410004
2023-05-01,128.589996
2023-06-01,133.809998
2023-07-01,144.179993
2023-08-01,146.449997
